,Date,Open,High,Low ,Close
Th,8/3/2018,749.517,771.98,695.005,701.122
We,7/3/2018,816.685,825.1,724.205,749.58
Tu,6/3/2018,854.702,855.805,802.822,816.68
Mo,5/3/2018,859.677,869.693,852,854.702
,,0,,,
Fr,2/3/2018,871.533,875.875,848.847,856.847
Th,1/3/2018,865.192,882.07,845.897,871.145
We,28/2/2018,880.763,888.427,853.588,865.212
Tu,27/2/2018,866.372,895.625,861.272,880.763
Mo,26/2/2018,827.617,880.37,824.985,866.372
,,0,,,
Fr,23/2/2018,806.63,881.91,786.83,831.157
Th,22/2/2018,824.37,871.29,788.255,807.342
We,21/2/2018,915.162,916.073,816.002,824.37
Tu,20/2/2018,935.885,959.147,914.18,914.717
Mo,19/2/2018,937.99,956.052,910.147,935.932
,,0,,,
Fr,16/2/2018,917.94,946.84,908.48,936.642
Th,15/2/2018,904.71,949.4,903.16,917.992
We,14/2/2018,838.68,919.425,835.745,904.71
Tu,13/2/2018,869.08,869.84,823.977,839.232
Mo,12/2/2018,825.392,871.322,807.43,868.977
,,0,,,
Fr,9/2/2018,802.72,881.407,780.417,862.247
Th,8/2/2018,820.297,846.185,781.712,802.735
