,Date,Open,High,Low ,Close
We,31/8/2016,575.22,578.09,569.97,572.41
Tu,30/8/2016,573.21,577.4,570.31,575.22
Mo,29/8/2016,571.53,579.02,570.61,573.2
,,0,,,
Fr,26/8/2016,575.7,579.14,574.88,577.83
Th,25/8/2016,579.1,579.41,573.3,575.7
We,24/8/2016,580.5,582.83,577.19,579.11
Tu,23/8/2016,586.05,587.29,578.18,580.94
Mo,22/8/2016,580.16,586.5,578.77,585.96
,,0,,,
Fr,19/8/2016,574.24,577.52,571.6,575.4
Th,18/8/2016,573.24,577.1,571.52,574.24
We,17/8/2016,579.78,580.85,569.78,573.23
Tu,16/8/2016,567.98,581.96,565.94,579.56
Mo,15/8/2016,564.06,574.16,559.73,568.22
,,0,,,
Fr,12/8/2016,589.72,591.08,581.16,586.46
Th,11/8/2016,595.34,597.66,588.71,589.72
We,10/8/2016,586.23,600.84,583.13,595.34
Tu,9/8/2016,593.58,593.92,584.25,586.03
Mo,8/8/2016,590.01,595.86,587.38,593.58
,,0,,,
Fr,5/8/2016,573.56,592.33,567.35,577.23
Th,4/8/2016,568.96,599.44,560.49,573.56
We,3/8/2016,568.59,574.8,482.82,568.96
Tu,2/8/2016,616.76,618.08,559.46,568.59
Mo,1/8/2016,634.35,637.01,611.25,616.76
,,0,,,
Fr,29/7/2016,655.99,658.53,653.61,657.67
Th,28/7/2016,657.22,659.71,653.75,655.99
We,27/7/2016,655.45,659.57,647.49,657.22
Tu,26/7/2016,655.94,657.54,645.02,656
Mo,25/7/2016,661.73,663.98,652.92,655.94
,,0,,,
Fr,22/7/2016,664.59,668.21,650.7,657.65
Th,21/7/2016,665.58,667.99,660.24,664.6
We,20/7/2016,671.2,676.09,662.88,665.58
Tu,19/7/2016,673.04,675.99,666.81,671.2
Mo,18/7/2016,681.54,684.83,666.76,673.04
,,0,,,
Fr,15/7/2016,661.28,669.44,658.85,669.01
Th,14/7/2016,662.68,664.41,651.44,661.28
We,13/7/2016,667.84,674.68,658.41,662.44
Tu,12/7/2016,650.4,674.02,647.29,667.84
Mo,11/7/2016,646.57,661.41,645.09,650.39
,,0,,,
Fr,8/7/2016,621.26,661.91,611.28,660.7
Th,7/7/2016,675.16,680.15,612.88,621.5
We,6/7/2016,670.09,680.21,665.94,675.16
Tu,5/7/2016,675.84,682.51,662.97,669.94
Mo,4/7/2016,659.77,684.07,645.2,675.83
,,0,,,
Fr,1/7/2016,665.29,685.99,664.73,677.36
Th,30/6/2016,638.96,674.65,634.71,665.27
We,29/6/2016,647.9,651.56,624.19,638.8
Tu,28/6/2016,642.87,662.51,636.24,647.39
Mo,27/6/2016,633.45,657.15,620.87,642.87
,,0,,,
Fr,24/6/2016,613.38,693.47,611.09,657.05
Th,23/6/2016,612.12,632.74,546.22,613.38
We,22/6/2016,651.76,678.39,610.34,611.11
Tu,21/6/2016,740.71,742.73,630.63,651.85
Mo,20/6/2016,760.91,767.93,725.34,740.94
,,0,,,
Fr,17/6/2016,762.67,777.01,707.01,754.37
Th,16/6/2016,693.44,772.32,691.53,762.67
We,15/6/2016,689.56,696.91,672.74,693.44
Tu,14/6/2016,690.7,708,657.94,689.56
Mo,13/6/2016,644.54,720.77,644.23,689.99
,,0,,,
Fr,10/6/2016,575.46,580.26,573.12,578.98
Th,9/6/2016,579.76,584.04,572.31,575.46
We,8/6/2016,577.63,582.49,571.93,579.79
Tu,7/6/2016,581.67,591.04,564.63,577.68
Mo,6/6/2016,574.36,587.91,567.08,581.67
,,0,,,
Fr,3/6/2016,536.27,577.99,535.48,576.55
Th,2/6/2016,535.91,541.33,532.44,536.28
We,1/6/2016,521.73,543.62,520.14,535.91
Tu,31/5/2016,531.25,547.03,520.19,521.74
Mo,30/5/2016,535.73,549.49,510.57,531.25
,,0,,,
Fr,27/5/2016,452.99,480.29,451.77,470.89
Th,26/5/2016,448.14,453.98,446.75,452.99
We,25/5/2016,444.82,450.34,444.6,448.14
Tu,24/5/2016,442.31,447.7,441.8,444.83
Mo,23/5/2016,438.44,442.81,436.94,442.31
,,0,,,
Fr,20/5/2016,443.13,444.49,434.95,441.56
Th,19/5/2016,454.69,455.37,441.85,443.06
We,18/5/2016,453.66,456.67,452.03,454.69
Tu,17/5/2016,453.16,455.12,451.89,453.66
Mo,16/5/2016,458.49,459.93,451.05,453.16
,,0,,,
Fr,13/5/2016,452.68,457.33,451.47,456.15
Th,12/5/2016,452.52,453.7,446.86,452.69
We,11/5/2016,454.51,455.49,449.75,452.52
Tu,10/5/2016,462.13,463.99,446.8,454.51
Mo,9/5/2016,459,464.98,456.49,462.13
,,0,,,
Fr,6/5/2016,448.67,462.83,447.55,462.1
Th,5/5/2016,447.39,449.86,446.15,448.67
We,4/5/2016,450.66,452.02,444.79,447.39
Tu,3/5/2016,446.1,451.66,441.36,450.66
Mo,2/5/2016,450.38,453.63,439.6,446.1
,,0,,,
Fr,29/4/2016,449.71,457.07,445.86,455.15
Th,28/4/2016,453.99,454.59,435.57,449.71
We,27/4/2016,469.1,470.5,450.4,453.99
Tu,26/4/2016,468.49,471.91,462.56,469.1
Mo,25/4/2016,452.94,468.77,451.49,468.49
,,0,,,
Fr,22/4/2016,451.13,453.46,443.56,448.56
Th,21/4/2016,442.82,452.15,440.95,451.13
We,20/4/2016,432.64,443.23,431.34,442.82
Tu,19/4/2016,428.56,432.9,427.48,432.64
Mo,18/4/2016,426.15,430.95,425.61,428.56
,,0,,,
Fr,15/4/2016,424.94,431.05,423.96,429.79
Th,14/4/2016,424.6,426.35,422.31,424.94
We,13/4/2016,425.36,427.67,422.89,424.6
Tu,12/4/2016,423.04,429.7,422.41,425.36
Mo,11/4/2016,421.9,423.56,419.24,422.98
,,0,,,
Fr,8/4/2016,422.01,424.24,416.68,419.34
Th,7/4/2016,421.61,423.14,418.74,422
We,6/4/2016,421.94,423.87,420.91,421.83
Tu,5/4/2016,418.99,423.76,418.42,421.94
Mo,4/4/2016,418.92,420.74,416.78,418.99
,,0,,,
Fr,1/4/2016,416.75,417.67,414.29,416.64
Th,31/3/2016,413.53,417.93,412.55,416.85
We,30/3/2016,415.01,416.27,409.09,413.53
Tu,29/3/2016,421.94,425.22,408.31,414.96
Mo,28/3/2016,427.54,428.39,421.26,421.97
,,0,,,
Fr,25/3/2016,415.96,416.83,412.88,415.92
Th,24/3/2016,418.33,418.92,413.53,416.06
We,23/3/2016,416.81,418.89,414.84,418.16
Tu,22/3/2016,410.76,417.39,410.42,416.84
Mo,21/3/2016,411.38,413.41,406.96,410.76
,,0,,,
Fr,18/3/2016,418.36,418.8,403.18,405.77
Th,17/3/2016,416.63,419.73,415.02,418.36
We,16/3/2016,415.07,417.07,413.82,416.63
Tu,15/3/2016,413.78,417.15,412.64,415.07
Mo,14/3/2016,412.9,415.77,411.04,413.78
,,0,,,
Fr,11/3/2016,416.14,422.77,415.39,418.65
Th,10/3/2016,411.43,416.66,410.57,416.14
We,9/3/2016,411.36,414.17,408.7,411.43
Tu,8/3/2016,411.92,415.35,408.45,411.36
Mo,7/3/2016,407.74,412.7,400.62,411.91
,,0,,,
Fr,4/3/2016,420.04,423.37,408.66,411.29
Th,3/3/2016,427.62,428.03,415.73,419.91
We,2/3/2016,431.39,435.14,426.85,428.02
Tu,1/3/2016,433.92,438.68,427.7,431.38
Mo,29/2/2016,432.83,441.99,428.76,433.91
,,0,,,
Fr,26/2/2016,423.27,426.01,419.12,423.96
Th,25/2/2016,423.4,426.4,417.9,423.27
We,24/2/2016,420.56,425.03,410.3,423.4
Tu,23/2/2016,437.25,439.8,415.01,420.56
Mo,22/2/2016,434.12,439.16,431.42,437.25
,,0,,,
Fr,19/2/2016,419.8,421.92,414.85,418.69
Th,18/2/2016,418.58,424.4,414,419.82
We,17/2/2016,405.69,420.93,405.03,418.58
Tu,16/2/2016,396.13,408.2,395.2,405.53
Mo,15/2/2016,400.99,409.32,393.87,396.13
,,0,,,
Fr,12/2/2016,375.13,382.9,374.31,381.61
Th,11/2/2016,377.64,380.73,371.65,375.13
We,10/2/2016,373.34,382.91,372.02,377.64
Tu,9/2/2016,372.42,376.75,370.28,373.34
Mo,8/2/2016,375.16,378.81,371.03,372.42
,,0,,,
Fr,5/2/2016,386.83,390.49,383.8,384.88
Th,4/2/2016,368.69,391.74,365.81,386.83
We,3/2/2016,373.43,373.82,367.39,368.69
Tu,2/2/2016,370.15,374.92,370.11,373.43
Mo,1/2/2016,377.13,378.95,364.74,370.15
,,0,,,
Fr,29/1/2016,382.22,384.9,364.08,375.2
Th,28/1/2016,394.65,395.24,377.41,382.23
We,27/1/2016,393.13,396.91,387.79,394.65
Tu,26/1/2016,391.32,397.8,388.76,393.13
Mo,25/1/2016,402.2,406.18,386.3,391.32
,,0,,,
Fr,22/1/2016,406.9,412.97,374.61,379.03
Th,21/1/2016,407.1,424.84,405.27,406.9
We,20/1/2016,379.98,415.52,373.41,407.11
Tu,19/1/2016,384.02,387.46,376.27,379.98
Mo,18/1/2016,384.39,388.22,374.33,383.87
,,0,,,
Fr,15/1/2016,432.13,432.91,382.85,387.31
Th,14/1/2016,428.83,435.02,427.06,432.13
We,13/1/2016,446.92,447.2,425.1,428.83
Tu,12/1/2016,448.92,449.49,444.86,447.04
Mo,11/1/2016,447.04,452.08,441.51,448.92
,,0,,,
Fr,8/1/2016,455.36,464.2,446.61,452.42
Th,7/1/2016,430.8,457.26,429.07,455.35
We,6/1/2016,432.59,432.79,426.68,430.8
Tu,5/1/2016,434.94,435.3,429.52,432.59
Mo,4/1/2016,427.01,435.35,424.16,434.94
,,0,,,
Fr,1/1/2016,432.11,436.06,427.65,434.34
Th,31/12/2015,427.13,433.65,418.85,432.11
We,30/12/2015,428.93,434.76,420.77,427.13
Tu,29/12/2015,419.02,432.2,417.78,428.95
Mo,28/12/2015,418.58,429.59,417.36,419.21
,,0,,,
Fr,25/12/2015,453.19,458.65,449.73,455.88
Th,24/12/2015,444.79,459.19,441.79,453.19
We,23/12/2015,436.84,444.99,433.29,444.79
Tu,22/12/2015,434.63,442.98,433.26,436.86
Mo,21/12/2015,436.98,446.21,425.28,434.63
,,0,,,
Fr,18/12/2015,454.68,466.01,453.63,461.66
Th,17/12/2015,457.08,458.4,446.73,454.68
We,16/12/2015,462.93,465.55,440.08,457.43
Tu,15/12/2015,440.51,463.7,439.76,462.96
Mo,14/12/2015,440.36,448.09,428.16,440.51
,,0,,,
Fr,11/12/2015,416.82,453.3,414.88,450.55
Th,10/12/2015,416.16,419.78,410.5,416.82
We,9/12/2015,395.94,424.14,394.29,416.11
Tu,8/12/2015,393.72,398.11,388.69,396.1
Mo,7/12/2015,391.69,399.85,383.33,393.72
,,0,,,
Fr,4/12/2015,360.54,364.38,355.65,362.4
Th,3/12/2015,361.14,370.3,356.12,360.61
We,2/12/2015,361,363.57,347.93,361.14
Tu,1/12/2015,376.75,379.58,354.8,361
Mo,30/11/2015,364.07,382.75,362.5,376.82
,,0,,,
Fr,27/11/2015,349.57,364.36,348.1,359.56
Th,26/11/2015,328.15,368.7,327.86,349.57
We,25/11/2015,320.9,330.64,316.23,328.16
Tu,24/11/2015,324.46,324.51,317.24,320.9
Mo,23/11/2015,322.51,326.02,320.9,324.46
,,0,,,
Fr,20/11/2015,328.29,328.31,311.43,321.27
Th,19/11/2015,337.11,337.81,325.9,327.96
We,18/11/2015,336.1,338.53,329.23,337.11
Tu,17/11/2015,330.26,339.74,326.29,336.1
Mo,16/11/2015,323.26,331.95,315.47,330.33
,,0,,,
Fr,13/11/2015,326.5,338.85,324.28,332.93
Th,12/11/2015,307.91,341.78,297.84,326.5
We,11/11/2015,333.73,339.83,300.42,307.53
Tu,10/11/2015,376.64,381.19,333.98,334.15
Mo,9/11/2015,380.2,385.79,358.88,376.64
,,0,,,
Fr,6/11/2015,403.11,403.37,353.62,370.07
Th,5/11/2015,412.4,446.13,359.32,403.09
We,4/11/2015,395.03,502.05,394.99,411.96
Tu,3/11/2015,363.76,417.93,352.52,394.99
Mo,2/11/2015,314.05,367.63,312.63,363.76
,,0,,,
Fr,30/10/2015,313.52,334.1,312.57,323.22
Th,29/10/2015,302.08,320.33,301.21,313.52
We,28/10/2015,295.44,308.33,291.96,302.06
Tu,27/10/2015,286.15,298.4,285.57,295.44
Mo,26/10/2015,293.55,294.3,280.73,286.15
,,0,,,
Fr,23/10/2015,275.54,279.95,274.07,278.11
Th,22/10/2015,268.67,280.05,267.31,275.52
We,21/10/2015,270.37,272.26,264.49,268.67
Tu,20/10/2015,263.96,272.75,263.3,270.37
Mo,19/10/2015,261.17,266.34,260.22,263.97
,,0,,,
Fr,16/10/2015,254.73,267.4,253.69,260.48
Th,15/10/2015,253.76,256.23,251.77,254.77
We,14/10/2015,249.46,255.36,248.66,253.76
Tu,13/10/2015,245.99,251.27,244.07,249.45
Mo,12/10/2015,247.97,248.68,245.21,245.99
,,0,,,
Fr,9/10/2015,243.83,244.96,242.53,244.49
Th,8/10/2015,245.09,245.09,242.69,243.84
We,7/10/2015,246.21,247.64,243.54,245.09
Tu,6/10/2015,239.54,248.07,239.54,246.2
Mo,5/10/2015,239.06,239.85,237.06,239.61
,,0,,,
Fr,2/10/2015,238.24,239.11,236.54,237.6
Th,1/10/2015,236.99,239.26,235.81,237.95
We,30/9/2015,237.24,238.39,235.24,236.99
Tu,29/9/2015,237.84,240.74,235.96,237.23
Mo,28/9/2015,232.7,239.94,231.95,237.84
,,0,,,
Fr,25/9/2015,235.46,237.44,232.29,234.61
Th,24/9/2015,230.17,235.79,229.42,235.07
We,23/9/2015,229.95,232.02,228.81,230.17
Tu,22/9/2015,227.51,232.55,224.02,229.95
Mo,21/9/2015,230.43,231.07,226.19,227.48
,,0,,,
Fr,18/9/2015,233.18,234.32,231.51,233.24
Th,17/9/2015,228.14,235.14,227.48,233.23
We,16/9/2015,229.79,231.32,226.69,228.14
Tu,15/9/2015,231.36,232.02,229.22,229.79
Mo,14/9/2015,230.65,232.96,226.89,231.36
,,0,,,
Fr,11/9/2015,239.49,241.22,238.37,239.9
Th,10/9/2015,239.48,241.34,236.25,239.5
We,9/9/2015,244.12,244.5,237.96,239.48
Tu,8/9/2015,240.79,246.24,239.87,244.11
Mo,7/9/2015,240.42,242.26,238.75,240.78
,,0,,,
Fr,4/9/2015,227.3,231.39,226.57,231.09
Th,3/9/2015,229.2,230.01,226.69,227.35
We,2/9/2015,226.97,231.2,226.27,229.2
Tu,1/9/2015,230.41,232.1,226.53,226.98
Mo,31/8/2015,227.03,232.67,225.04,230.41
,,0,,,
Fr,28/8/2015,227.01,236.08,220.45,233.59
Th,27/8/2015,226.78,229.17,223.7,227.01
We,26/8/2015,226.04,231.52,219.85,226.84
Tu,25/8/2015,215.17,228.41,199.99,226
Mo,24/8/2015,227.89,229.58,210.34,215.17
,,0,,,
Fr,21/8/2015,236.13,237.04,231.76,233.14
Th,20/8/2015,227.02,237.54,222.26,236.13
We,19/8/2015,250.65,252.64,214.33,227.11
Tu,18/8/2015,257.88,257.97,247.67,250.65
Mo,17/8/2015,257.48,261.68,255.74,257.88
,,0,,,
Fr,14/8/2015,265.37,267.72,262.11,266.56
Th,13/8/2015,269.92,269.98,262.79,265.37
We,12/8/2015,266.2,272.13,265.86,269.9
Tu,11/8/2015,265.17,267.02,264.03,266.2
Mo,10/8/2015,264.99,267.4,262.2,265.13
,,0,,,
Fr,7/8/2015,278.81,280.7,275.55,279.66
Th,6/8/2015,282.37,283.52,277.97,278.81
We,5/8/2015,285.31,285.94,281.33,282.83
Tu,4/8/2015,284.11,285.93,280.71,285.31
Mo,3/8/2015,281.16,285.88,279.4,283.89
,,0,,,
Fr,31/7/2015,287.47,289.15,282.47,284.69
Th,30/7/2015,291.47,291.58,285.29,287.48
We,29/7/2015,295.59,295.64,287.58,291.45
Tu,28/7/2015,294.94,297.35,292.61,295.59
Mo,27/7/2015,291.92,295.75,286.51,294.93
,,0,,,
Fr,24/7/2015,276.96,289.58,275.82,288.16
Th,23/7/2015,276.52,278.29,275.71,276.95
We,22/7/2015,279.28,279.41,274.84,276.53
Tu,21/7/2015,277.55,281.07,277.16,279.28
Mo,20/7/2015,274.93,279.41,273.88,277.55
,,0,,,
Fr,17/7/2015,278.17,280.59,272.46,278.27
Th,16/7/2015,290.77,292.33,275.17,278.11
We,15/7/2015,290.34,293.31,287.13,290.77
Tu,14/7/2015,289.46,296.79,285.91,290.34
Mo,13/7/2015,306.19,311.21,281.14,289.48
,,0,,,
Fr,10/7/2015,270.31,294.79,269.13,287.13
Th,9/7/2015,268.05,272.49,266.02,270.31
We,8/7/2015,265.93,273.78,263.83,268.05
Tu,7/7/2015,273.94,274.98,264.81,265.92
Mo,6/7/2015,266.07,278,266.07,273.94
,,0,,,
Fr,3/7/2015,255.86,256.51,252.86,255.22
Th,2/7/2015,258.8,261.09,253.46,255.81
We,1/7/2015,260.97,264.74,254.59,258.84
Tu,30/6/2015,255.52,268.39,254.9,260.97
Mo,29/6/2015,248.55,256.6,247.12,255.52
,,0,,,
Fr,26/6/2015,240.66,242.29,240.55,241.27
Th,25/6/2015,240.98,242.8,239.58,240.66
We,24/6/2015,244.36,244.71,239.21,240.98
Tu,23/6/2015,247.24,247.51,242.36,244.36
Mo,22/6/2015,242.46,247.66,241.57,247.24
,,0,,,
Fr,19/6/2015,249.07,250.9,244.96,246.04
Th,18/6/2015,250.31,252.56,243.14,249.07
We,17/6/2015,246.32,256.71,245.32,250.31
Tu,16/6/2015,235.96,252.27,234.86,246.32
Mo,15/6/2015,232.49,237.05,231.48,235.93
,,0,,,
Fr,12/6/2015,228.8,230.9,228.51,229.9
Th,11/6/2015,228.46,229.98,227.79,228.8
We,10/6/2015,229.8,230.23,227.39,228.46
Tu,9/6/2015,228.48,231.82,227.48,229.8
Mo,8/6/2015,222.44,229.38,222.18,228.48
,,0,,,
Fr,5/6/2015,223.68,225.57,220.17,224.88
Th,4/6/2015,226.96,227.14,223.11,223.68
We,3/6/2015,225.09,227.35,222.72,226.96
Tu,2/6/2015,222.07,226.29,221.19,225.09
Mo,1/6/2015,231.76,232.23,221.68,221.98
,,0,,,
Fr,29/5/2015,236.08,237.06,234.62,235.95
Th,28/5/2015,235.55,237.63,235.04,236.08
We,27/5/2015,236.2,237.61,234.75,235.57
Tu,26/5/2015,235.57,237.75,234.34,236.2
Mo,25/5/2015,240.84,241.29,234.98,235.57
,,0,,,
Fr,22/5/2015,235.51,240.64,233.8,239.53
Th,21/5/2015,234.08,236.45,233.29,235.51
We,20/5/2015,231.83,234.85,231.13,233.92
Tu,19/5/2015,232.08,234.11,231.43,231.83
Mo,18/5/2015,235.96,237.01,231.61,232.08
,,0,,,
Fr,15/5/2015,236.8,238.99,233.18,237.31
Th,14/5/2015,243.2,243.7,235.46,236.8
We,13/5/2015,241.38,243.91,240.91,243.2
Tu,12/5/2015,242.49,242.74,238.74,241.38
Mo,11/5/2015,239.45,244.52,238.31,242.61
,,0,,,
Fr,8/5/2015,237.19,246.19,235.45,245.3
Th,7/5/2015,233.99,239,227.63,237.2
We,6/5/2015,234.69,236.43,233.32,233.99
Tu,5/5/2015,237.65,238.6,230.57,234.69
Mo,4/5/2015,240.36,242.65,236.96,237.51
,,0,,,
Fr,1/5/2015,236.58,238.85,233.46,234.8
Th,30/4/2015,226.48,240.13,224.64,236.58
We,29/4/2015,224.4,227.09,223.13,226.48
Tu,28/4/2015,223.73,232.11,222.68,224.4
Mo,27/4/2015,219.32,225.68,218.32,223.73
,,0,,,
Fr,24/4/2015,234.7,236.49,229.65,231.4
Th,23/4/2015,233.98,236.11,231.93,234.7
We,22/4/2015,233.01,238.23,232.68,233.67
Tu,21/4/2015,224.35,235.55,223.14,233.02
Mo,20/4/2015,226.33,226.65,222.31,224.35
,,0,,,
Fr,17/4/2015,228.98,230.86,220.98,223.31
Th,16/4/2015,220.23,230.97,220.23,228.99
We,15/4/2015,219.98,224.27,217.57,220.23
Tu,14/4/2015,225.16,227.42,217.23,218.31
Mo,13/4/2015,236.51,237.81,223.39,225.16
,,0,,,
Fr,10/4/2015,242.25,244.71,231.64,234.99
Th,9/4/2015,246.11,247.39,239.27,242.91
We,8/4/2015,254.93,255.16,243.96,246.11
Tu,7/4/2015,254.63,256.83,252.22,254.93
Mo,6/4/2015,256.22,261.17,254.09,254.58
,,0,,,
Fr,3/4/2015,252.07,255.61,250.48,254.51
Th,2/4/2015,245.82,254.34,244.57,252.07
We,1/4/2015,244.14,246.43,240.07,245.82
Tu,31/3/2015,247.52,247.86,241.04,244.14
Mo,30/3/2015,244.53,247.78,236.75,247.52
,,0,,,
Fr,27/3/2015,248.76,250.48,245.76,248.55
Th,26/3/2015,244.13,253.49,244.13,248.76
We,25/3/2015,247.76,248.98,236.48,244.13
Tu,24/3/2015,266.74,268.2,243.62,247.76
Mo,23/3/2015,260.85,270.52,260.83,266.4
,,0,,,
Fr,20/3/2015,257.29,265.65,253.93,263.17
Th,19/3/2015,263.27,264.37,249.37,256.95
We,18/3/2015,287.43,287.43,262.79,263.42
Tu,17/3/2015,290.18,293.09,286.71,287.46
Mo,16/3/2015,284.22,294.11,283.19,290.13
,,0,,,
Fr,13/3/2015,296.15,296.15,286.01,288.4
Th,12/3/2015,295.31,297.31,291.53,296.15
We,11/3/2015,293.34,295.45,288.9,294.54
Tu,10/3/2015,289.07,299.72,284.55,293.19
Mo,9/3/2015,274.21,290.94,273.78,289.07
,,0,,,
Fr,6/3/2015,279.78,279.78,270.22,273.25
Th,5/3/2015,273.1,281.08,266.2,279.93
We,4/3/2015,283.36,285.27,271.27,273.1
Tu,3/3/2015,273.02,285.73,267.21,283.36
Mo,2/3/2015,247.68,274.28,246.74,272.88
,,0,,,
Fr,27/2/2015,236.49,256.71,236.29,254.87
Th,26/2/2015,237.97,238.35,234.54,236.49
We,25/2/2015,239.34,240.27,236.19,237.96
Tu,24/2/2015,240.11,240.68,236.71,239.34
Mo,23/2/2015,235.14,240.42,232.69,240.42
,,0,,,
Fr,20/2/2015,240.91,247.55,239.8,244.83
Th,19/2/2015,233.43,243.53,232.56,240.91
We,18/2/2015,241.53,244.54,232.02,233.48
Tu,17/2/2015,236.66,245.96,232.77,241.53
Mo,16/2/2015,244.18,244.98,227.38,237.01
,,0,,,
Fr,13/2/2015,222.2,239.22,221.61,234.25
Th,12/2/2015,219.39,222.62,218.35,222.2
We,11/2/2015,219.7,223.28,218.85,219.39
