,Date,Open,High,Low ,Close
Th,15/3/2018,960.52,962.38,870.04,935.03
We,14/3/2018,1048.65,1071.5,949.05,960.42
Tu,13/3/2018,1036.93,1099.16,990.37,1050.7
Mo,12/3/2018,1143.49,1154.5,1006.78,1037.72
,,0,,,
Fr,9/3/2018,1029.98,1049.02,918.91,1006.47
Th,8/3/2018,1086.64,1123.75,991.29,1029.51
We,7/3/2018,1209.93,1220.04,1032.31,1086.64
Tu,6/3/2018,1271.11,1274.45,1171.43,1210.5
Mo,5/3/2018,1245.9,1291.64,1244.33,1271.11
,,0,,,
Fr,2/3/2018,1284.98,1302.23,1250.02,1274.99
Th,1/3/2018,1226.05,1304.08,1184.09,1285.01
We,28/2/2018,1250.13,1277.41,1194.72,1225.94
Tu,27/2/2018,1247.19,1297.81,1218.13,1246.2
Mo,26/2/2018,1154.53,1273.29,1138.78,1249.61
,,0,,,
Fr,23/2/2018,1200.63,1312.47,1145.55,1223.34
Th,22/2/2018,1277.79,1340.23,1173.36,1202.18
We,21/2/2018,1479.47,1483.89,1262.57,1277.79
Tu,20/2/2018,1512.19,1554.56,1476.27,1480.34
Mo,19/2/2018,1495.11,1544.59,1446.69,1515.17
,,0,,,
Fr,16/2/2018,1339.02,1547.45,1337.74,1500.42
Th,15/2/2018,1332.3,1394.85,1307.33,1339.02
We,14/2/2018,1223.54,1379.36,1212.27,1332.3
Tu,13/2/2018,1286.86,1287.08,1198.66,1224.84
Mo,12/2/2018,1236.14,1292.1,1203.09,1266.26
,,0,,,
Fr,9/2/2018,1334.35,1340.41,1186.8,1276.03
Th,8/2/2018,1016.7,1356.1,980.88,1334.41
